LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-06-19 12:17:21,1900-01-00 00:00:00,,98:DA:C4:D5:EB:9B,-79, ,0.000000,0.000000,0.000,0.000,AP
2025-06-19 12:17:21,1900-01-00 00:00:00,wayne_tower_2.4,98:DA:C4:D5:EB:9B,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-06-19 12:17:21,1900-01-00 00:00:00,,12:8A:E0:1F:7F:61,-86,,0.000000,0.000000,0.000,0.000,Client
2025-06-19 12:17:21,1900-01-00 00:00:00,wayne_tower_2.4,98:DA:C4:D5:EB:9B,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-06-19 12:17:21,1900-01-00 00:00:00,wayne_tower_2.4,98:DA:C4:D5:EB:9B,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-06-19 12:17:21,1900-01-00 00:00:00,wayne_tower_2.4,98:DA:C4:D5:EB:9B,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-06-19 12:17:21,1900-01-00 00:00:00,,F2:8E:0E:4B:CC:A1,-80,,0.000000,0.000000,0.000,0.000,Client
2025-06-19 12:17:21,1900-01-00 00:00:00,,9A:79:DD:1B:D9:15,-86,,0.000000,0.000000,0.000,0.000,Client
2025-06-19 12:17:21,1900-01-00 00:00:00,,9A:79:DD:1B:D9:15,-85,,0.000000,0.000000,0.000,0.000,Client
2025-06-19 12:17:21,1900-01-00 00:00:00,wayne_tower_2.4,98:DA:C4:D5:EB:9B,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-06-19 12:17:21,1900-01-00 00:00:00,,12:8A:E0:1F:7F:61,-88,,0.000000,0.000000,0.000,0.000,Client
2025-06-19 12:17:21,1900-01-00 00:00:00,wayne_tower_2.4,98:DA:C4:D5:EB:9B,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-06-19 12:17:21,1900-01-00 00:00:00,,F2:8E:0E:4B:CC:A1,-79,,0.000000,0.000000,0.000,0.000,Client
2025-06-19 12:17:21,1900-01-00 00:00:00,,F2:8E:0E:4B:CC:A1,-75,,0.000000,0.000000,0.000,0.000,Client
2025-06-19 12:17:21,1900-01-00 00:00:00,,F2:8E:0E:4B:CC:A1,-78,,0.000000,0.000000,0.000,0.000,Client
2025-06-19 12:17:21,1900-01-00 00:00:00,,F2:8E:0E:4B:CC:A1,-74,,0.000000,0.000000,0.000,0.000,Client
2025-06-19 12:17:21,1900-01-00 00:00:00,,9A:79:DD:1B:D9:15,-85,,0.000000,0.000000,0.000,0.000,Client
