LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-06-17 19:22:21,1900-01-00 00:00:00,,30:BD:13:30:1C:7E,-27, ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:21,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:21,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:21,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-26, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:21,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-26, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:21,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:21,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:21,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-28, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-26, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-28, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:22,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-26, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:23,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-26, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:23,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:23,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:23,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:23,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:23,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:23,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:23,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-26, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:23,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-25, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-06-17 19:22:24,1900-01-00 00:00:00,Airtel_ouse_3303,30:BD:13:30:1C:7E,-26, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
